group,denominator,person_years_alive,infections,cases,hospitalizations,deaths,infections_per1000_py_alive,cases_per1000_py_alive,hospitalizations_per1000_py_alive,deaths_per1000_py_alive,scenario,boost_scenario,boost_recovery_curve,k_years,dose2_interval_years,is_no_revaccination,contact_scales_mode,elapsed_s,outcome_state_cache_used,outcome_state_cache_loaded,outcome_state_cache_elapsed_s,draw_row,posterior_draw_id,pre_posterior_draw_id,posterior_source_row,posterior_source_wave,posterior_source_task_id,posterior_source_sample_in_task
age_60plus,3340303.7962731016,3340303.7962731016,643170.0926680649,285609.35475295986,4949.839240555938,257.2650353238763,192.5483823913481,85.50400567506003,1.4818530117166748,0.07701845431272338,older_adult_vax_main,scenario_a,scenario_a,2,2,False,posterior,92.98205098393373,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998205.310346436,9998205.310346436,3078194.972247838,1164636.5179590827,8991.77181689446,280.0280783601321,307.87475118783885,116.48455715886158,0.8993385850548109,0.02800783437307002,older_adult_vax_main,scenario_a,scenario_a,2,2,False,posterior,92.98205098393373,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887181.7649725514,887181.7649725514,158122.99508818518,60938.74378778456,1718.7019450726339,92.27929794485547,178.2306640320514,68.68800306064671,1.937260224375564,0.10401397051675258,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,85.2255485439673,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423217.969925635,2423217.969925635,437748.1706140534,190502.75799392225,4728.211392873198,248.39344762315588,180.64745971964183,78.61560963901589,1.95121175707454,0.10250561472634619,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,85.2255485439673,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340304.448152354,3340304.448152354,643054.5328155643,285332.7508175063,4941.24225138341,256.7983063286955,192.51374920967507,85.42118098706075,1.4792790082702174,0.07687871279839183,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,85.2255485439673,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998205.730071131,9998205.730071131,3077985.3777730647,1164331.0021476413,8982.98745980341,279.5601507307774,307.85377505441335,116.4539952049334,0.8984599539481071,0.02796103203697415,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,85.2255485439673,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887178.4637006888,887178.4637006888,158150.6288399082,61042.366384955734,1721.7111535999188,92.43230763229549,178.26247515095696,68.80505882698012,1.9406593194543325,0.10418682532794189,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.2351357259322,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423214.4677918134,2423214.4677918134,437799.38281015,190620.90039803975,4731.404093279049,248.5559016077995,180.66885479150366,78.6644776728102,1.9525321246495382,0.10257280356793982,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.2351357259322,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340300.9501649505,3340300.9501649505,643129.2736519765,285458.31213187205,4944.444907809757,256.9611329080472,192.53632629126352,85.45886026161072,1.4802393501596287,0.07692753938693996,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.2351357259322,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998201.338885166,9998201.338885166,3078177.9951697644,1164493.590968369,8986.400180818975,279.72439104556605,307.8731754678779,116.47030815826861,0.8988016820454418,0.02797747130352911,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.2351357259322,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887176.1368811026,887176.1368811026,158149.73725226874,61041.19052154668,1721.3376865219882,92.40486423103025,178.26193771199647,68.80391388359367,1.9402434476804218,0.10415616515101798,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.29864602885209,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423212.0358871818,2423212.0358871818,437770.7150060965,190610.56801337097,4730.656897531038,248.50815095545698,180.65720561090757,78.66029269848232,1.952225734880464,0.10255320098906395,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.29864602885209,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340298.510173013,3340298.510173013,643094.1987775504,285441.10637922684,4943.675675359718,256.9124575458313,192.525966412577,85.45377172426493,1.4800101428969765,0.07691302342092902,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.29864602885209,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998198.306355793,9998198.306355793,3078088.460860921,1164456.6598031672,8985.500393712871,279.6750457973137,307.86431380383794,116.46664970256984,0.8987119597338696,0.027972544375272693,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.29864602885209,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887164.2335901975,887164.2335901975,158355.9619152235,62814.887846225945,1779.8975744679065,95.5560551828716,178.49678325554763,70.8041256262385,2.006277425392787,0.10770954414626599,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,100.07384203211404,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423198.9600500693,2423198.9600500693,438343.9295699175,192500.09926294402,4792.71409638434,251.8469839057815,180.89473328300713,79.44048443259751,1.9778458869449627,0.10393161604054903,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,100.07384203211404,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340285.7434968576,3340285.7434968576,643847.4171384254,287467.9948174696,5006.076573858884,260.2654577108328,192.75219744056938,86.06089924406494,1.4986971050620819,0.07791712377228174,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,100.07384203211404,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998184.112837257,9998184.112837257,3079651.7739413246,1166741.851463773,9049.298252890123,283.0373189327828,308.021110552183,116.69537570984761,0.9050941801792984,0.02830887246508839,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,100.07384203211404,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887181.2062646734,887181.2062646734,158150.61533289554,61174.58753982192,1726.6219271027003,92.71028742699306,178.26190885936595,68.9538812452838,1.946188574454085,0.10449983247203136,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,93.12778698303737,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423217.245498733,2423217.245498733,437838.10270186525,190755.82231724408,4736.745845800428,248.85757960163795,180.6846264053192,78.72006633808178,1.9547342916113726,0.10269718080948184,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,93.12778698303737,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340303.7962731016,3340303.7962731016,643170.0926680649,285609.35475295986,4949.839240555938,257.2650353238763,192.5483823913481,85.50400567506003,1.4818530117166748,0.07701845431272338,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,93.12778698303737,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998205.310346436,9998205.310346436,3078194.972247838,1164636.5179590827,8991.77181689446,280.0280783601321,307.87475118783885,116.48455715886158,0.8993385850548109,0.02800783437307002,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,93.12778698303737,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887181.7781454403,887181.7781454403,158122.8183233378,60937.321726511735,1718.6555385044483,92.27681285827464,178.2304621425801,68.68639914347065,1.9372078877646879,0.104011167870433,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,84.86031353799626,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423217.9842239707,2423217.9842239707,437747.7176732455,190501.24385152396,4728.162467731028,248.3908279122909,180.64727173665025,78.61498432735159,1.9511915554081736,0.10250453303392654,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,84.86031353799626,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340304.4622125654,3340304.4622125654,643053.9299343928,285331.1315811362,4941.193073314396,256.79567623340154,192.5135679124423,85.42069587038102,1.4792642794128494,0.07687792509288333,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,84.86031353799626,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998205.746304587,9998205.746304587,3077984.103896032,1164329.1707375154,8982.937148840772,279.557512969686,307.8536471440067,116.45381184197579,0.8984549204902025,0.027960768168129826,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,84.86031353799626,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887196.4112873151,887196.4112873151,157882.17295153107,58748.80252814881,1646.3558850343195,88.38599526714765,177.95627996561132,66.2184853102649,1.8556836615755354,0.09962393235890153,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.80199614097364,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423234.076601769,2423234.076601769,437082.2606732142,188185.6331085552,4651.894837091128,244.28707840347602,180.37145684504327,77.65887535407145,1.9197051089735124,0.10081035124186306,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.80199614097364,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340320.1507165963,3340320.1507165963,642182.767616392,282851.1245771991,4864.511476349325,252.674848828706,192.25186169015117,84.67784877342349,1.4563009702245893,0.07564390161059857,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.80199614097364,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998223.040687626,9998223.040687626,3076204.5789365997,1161560.1671919979,8904.739362635915,275.426485853021,307.67513051249495,116.17666083913564,0.8906321979814018,0.02754754367172815,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.80199614097364,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887190.8927057852,887190.8927057852,157885.9254649405,58771.5560142443,1646.3267429746593,88.36779081338969,177.9616165619268,66.24454387150075,1.8556623568955217,0.09960403284109756,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.13964339205995,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423228.283620493,2423228.283620493,437034.26634754316,188192.0192842993,4651.129251444684,244.22878173336323,180.35208209710217,77.66169640572438,1.91939376198413,0.10078653479913427,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.13964339205995,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340314.352042088,3340314.352042088,642126.7233327276,282845.82364362077,4863.7051160424,252.6148331805318,192.2354172864497,84.67640881484826,1.456062095793168,0.07562606585996817,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.13964339205995,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998215.882921493,9998215.882921493,3076067.337830985,1161524.4058740013,8903.720330174749,275.3654508378935,307.6616242189155,116.17316724057395,0.8905309141587637,0.027541458802491002,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.13964339205995,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887164.2335901975,887164.2335901975,158355.9619152235,62814.887846225945,1779.8975744679065,95.5560551828716,178.49678325554763,70.8041256262385,2.006277425392787,0.10770954414626599,older_adult_vax_main,scenario_c,scenario_c,1,1,False,posterior,99.96137887006626,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423198.9600500693,2423198.9600500693,438343.9295699175,192500.09926294402,4792.71409638434,251.8469839057815,180.89473328300713,79.44048443259751,1.9778458869449627,0.10393161604054903,older_adult_vax_main,scenario_c,scenario_c,1,1,False,posterior,99.96137887006626,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340285.7434968576,3340285.7434968576,643847.4171384254,287467.9948174696,5006.076573858884,260.2654577108328,192.75219744056938,86.06089924406494,1.4986971050620819,0.07791712377228174,older_adult_vax_main,scenario_c,scenario_c,1,1,False,posterior,99.96137887006626,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998184.112837257,9998184.112837257,3079651.7739413246,1166741.851463773,9049.298252890123,283.0373189327828,308.021110552183,116.69537570984761,0.9050941801792984,0.02830887246508839,older_adult_vax_main,scenario_c,scenario_c,1,1,False,posterior,99.96137887006626,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887181.2062646734,887181.2062646734,158150.61533289554,61174.58753982192,1726.6219271027003,92.71028742699306,178.26190885936595,68.9538812452838,1.946188574454085,0.10449983247203136,older_adult_vax_main,scenario_c,scenario_c,2,2,False,posterior,92.8154490608722,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423217.245498733,2423217.245498733,437838.10270186525,190755.82231724408,4736.745845800428,248.85757960163795,180.6846264053192,78.72006633808178,1.9547342916113726,0.10269718080948184,older_adult_vax_main,scenario_c,scenario_c,2,2,False,posterior,92.8154490608722,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340303.7962731016,3340303.7962731016,643170.0926680649,285609.35475295986,4949.839240555938,257.2650353238763,192.5483823913481,85.50400567506003,1.4818530117166748,0.07701845431272338,older_adult_vax_main,scenario_c,scenario_c,2,2,False,posterior,92.8154490608722,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998205.310346436,9998205.310346436,3078194.972247838,1164636.5179590827,8991.77181689446,280.0280783601321,307.87475118783885,116.48455715886158,0.8993385850548109,0.02800783437307002,older_adult_vax_main,scenario_c,scenario_c,2,2,False,posterior,92.8154490608722,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887181.7812084234,887181.7812084234,158122.77722126376,60936.99106328936,1718.6447478631185,92.27623501595856,178.23041519843426,68.68602619441481,1.9371957182463395,0.10401051618786605,older_adult_vax_main,scenario_c,scenario_c,3,3,False,posterior,85.30281595885754,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423217.987548648,2423217.987548648,437747.61235340143,190500.8917771993,4728.151091458405,248.3902187664704,180.64722802599834,78.61483892743465,1.9511868580347784,0.10250428151441071,older_adult_vax_main,scenario_c,scenario_c,3,3,False,posterior,85.30281595885754,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340304.4654818717,3340304.4654818717,643053.7897497308,285330.75506982964,4941.181638229889,256.79506467293885,192.51352575639058,85.42058306911488,1.4792608545990957,0.07687774193239406,older_adult_vax_main,scenario_c,scenario_c,3,3,False,posterior,85.30281595885754,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998205.750079216,9998205.750079216,3077983.807686984,1164328.7448900763,8982.925450328612,279.5568996267275,307.85361740156196,116.45376920562485,0.8984537500898538,0.027960706812271047,older_adult_vax_main,scenario_c,scenario_c,3,3,False,posterior,85.30281595885754,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887201.3974117785,887201.3974117785,157805.46144321244,58097.5478627274,1624.9403459512955,87.2358145877383,177.86881524710887,65.48405810925755,1.831534926220488,0.09832695805285052,older_adult_vax_main,scenario_c,scenario_c,4,4,False,posterior,76.89052577293478,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423239.5349637615,2423239.5349637615,436876.16850708774,187493.41431574387,4629.276301277723,243.07246079971264,180.28600235495128,77.37304200038473,1.9103667774003001,0.10030888704667311,older_adult_vax_main,scenario_c,scenario_c,4,4,False,posterior,76.89052577293478,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340325.489506166,3340325.489506166,641910.6654164251,282109.4872935622,4841.770884944806,251.4552071100901,192.17009463090534,84.4556879800565,1.4494907457837631,0.07527865410124007,older_adult_vax_main,scenario_c,scenario_c,4,4,False,posterior,76.89052577293478,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998229.063290115,9998229.063290115,3075631.861966215,1160722.6831277763,8881.491802734568,274.203454133442,307.6176633378829,116.0928276177959,0.8883064937313947,0.02742520224308703,older_adult_vax_main,scenario_c,scenario_c,4,4,False,posterior,76.89052577293478,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,887224.5573876993,887224.5573876993,156820.04103536234,53109.48624347194,1459.33396470427,78.28402639885809,176.75349462496354,59.860252741250676,1.64483044630895,0.0882347380344766,older_adult_vax_main,scenario_c,scenario_c,5,5,False,posterior,35.38503978704102,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccine_eligible,2423265.079819124,2423265.079819124,434649.87929329387,182091.61082754668,4451.29479265667,233.4574114440872,179.3653871848542,75.14308374432493,1.8368996564704843,0.09634002214133039,older_adult_vax_main,scenario_c,scenario_c,5,5,False,posterior,35.38503978704102,True,False,65.12740757409483,0,180,105875,180,0,1,80
age_60plus,3340350.905099806,3340350.905099806,639074.9318555968,276264.58060055727,4662.678634653112,241.7943984063137,191.31969963991014,82.70525715689826,1.3958649157292042,0.07238592748958186,older_adult_vax_main,scenario_c,scenario_c,5,5,False,posterior,35.38503978704102,True,False,65.12740757409483,0,180,105875,180,0,1,80
all_ages,9998256.24819509,9998256.24819509,3069796.6756587927,1153905.090875108,8697.133641877344,264.508891418925,307.03320653668584,115.41063383761681,0.8698650470623187,0.02645550232488538,older_adult_vax_main,scenario_c,scenario_c,5,5,False,posterior,35.38503978704102,True,False,65.12740757409483,0,180,105875,180,0,1,80
vaccinated_primary,886557.1110332147,886557.1110332147,269144.06300835265,72610.34726012031,1599.6898823230695,85.30877429953146,303.58344618620873,81.9014887551897,1.8043844693307494,0.0962247927830736,older_adult_vax_main,none,no_revaccination,0,0,True,posterior,30.58562802290544,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421885.6140817152,2421885.6140817152,747467.29880679,224895.31699873094,4447.499237700378,231.24650075373444,308.63030626250304,92.85959489214048,1.8363787339257545,0.09548200765931471,older_adult_vax_main,none,no_revaccination,0,0,True,posterior,30.58562802290544,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340459.9022742,3340459.9022742,1099048.9627965868,336568.2675002177,4690.189363506142,240.81556262541557,329.0112723844849,100.75506886673912,1.4040549806668956,0.07209054132380611,older_adult_vax_main,none,no_revaccination,0,0,True,posterior,30.58562802290544,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998277.561292276,9998277.561292276,5168946.35469413,1785077.0251914945,11269.406512897047,281.29562335829996,516.9836827400543,178.53845467366418,1.1271347933493936,0.028134408315220103,older_adult_vax_main,none,no_revaccination,0,0,True,posterior,30.58562802290544,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886557.1350312501,886557.1350312501,269143.73619921156,72607.65728964456,1599.6210001680479,85.30513475213168,303.5830693412947,81.89845236210887,1.8043067242492647,0.09622068491854704,older_adult_vax_main,scenario_a,scenario_a,1,1,False,posterior,99.77029230003245,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421885.6393276476,2421885.6393276476,747466.5131577647,224892.52447725198,4447.427973034997,231.24273494528776,308.62997864972385,92.85844088810303,1.836349289502237,0.09548045175637784,older_adult_vax_main,scenario_a,scenario_a,1,1,False,posterior,99.77029230003245,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340459.927299647,3340459.927299647,1099047.9194915318,336565.349844025,4690.117788665875,240.81178410246483,329.0109575958834,100.75419468243611,1.4040335435058673,0.07208940964519568,older_adult_vax_main,scenario_a,scenario_a,1,1,False,posterior,99.77029230003245,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998277.59111542,9998277.59111542,5168944.346067175,1785073.8112419243,11269.333339045996,281.29183126020905,516.9834803006826,178.53813269079072,1.1271274713416688,0.028134028956164216,older_adult_vax_main,scenario_a,scenario_a,1,1,False,posterior,99.77029230003245,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886573.0181360049,886573.0181360049,268917.962794775,70661.02852889017,1549.7596477422946,82.66252377245192,303.32297204371,79.70130726226364,1.748033851741418,0.09323825796802115,older_adult_vax_main,scenario_a,scenario_a,2,2,False,posterior,92.74256380600855,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421902.4071249957,2421902.4071249957,746905.11809425,222879.43697044573,4395.832835649517,228.50787368156202,308.39604267163264,92.02659707292773,1.8150330181420251,0.09435057044797289,older_adult_vax_main,scenario_a,scenario_a,2,2,False,posterior,92.74256380600855,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340476.501635195,3340476.501635195,1098307.6330657736,334455.2225296731,4638.276506209778,238.06678877453953,328.78771412645517,100.12201024792542,1.3885074491436469,0.07126731430620858,older_adult_vax_main,scenario_a,scenario_a,2,2,False,posterior,92.74256380600855,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998297.0391649,9998297.0391649,5167562.128881255,1782768.201129674,11216.41773042786,278.53771388328516,516.8442294361832,178.3071851282564,1.1218328167778362,0.027858515584424943,older_adult_vax_main,scenario_a,scenario_a,2,2,False,posterior,92.74256380600855,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886572.2641310082,886572.2641310082,268912.53775019775,70525.3173904517,1546.2222634472073,82.46616980889398,303.31711088861755,79.54830107343649,1.7440453824288857,0.09301686184568933,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,85.53517571697012,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421901.685403076,2421901.685403076,746869.9288693792,222745.32860106326,4392.141540227258,228.3029700183556,308.38160498867563,91.97125132847489,1.8135094280246455,0.09426599411295229,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,85.53517571697012,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340475.732037153,3340475.732037153,1098266.7878929875,334308.25687097525,4634.547465509926,237.86029422300442,328.77556252241396,100.07803788686738,1.3873914487873251,0.07120551481388787,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,85.53517571697012,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998295.815650383,9998295.815650383,5167517.636845574,1782620.7628212143,11212.670935138452,278.3311130581882,516.8398427216798,178.29246060422307,1.1214582106669821,0.027837855389567,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,85.53517571697012,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886570.0211886471,886570.0211886471,268924.1642985127,70550.79343329463,1546.7531358340082,82.48580452980289,303.33099233150153,79.57723783475711,1.7446485882302185,0.09303924400603131,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.07105240807869,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421899.3823250453,2421899.3823250453,746877.2853863531,222775.26322743765,4392.637107565459,228.3204160279899,308.3849357397103,91.98369876686264,1.8137157718536132,0.09427328719527574,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.07105240807869,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340473.408647241,3340473.408647241,1098281.803858077,334334.8094272581,4635.030163232388,237.87718196006432,328.7802863555311,100.08605623436182,1.3875369135506428,0.07121061983139543,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.07105240807869,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998292.848871399,9998292.848871399,5167563.818346389,1782656.3998124853,11213.19563957289,278.348440947618,516.8446150214234,178.29607781629545,1.1215110228381266,0.027839596734660334,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.07105240807869,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886567.4489466005,886567.4489466005,268938.97176930495,70622.88068183255,1548.4405161839154,82.56801290311125,303.34857442471207,79.65877922288381,1.7465569235862852,0.09313224053197161,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.32884433399886,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421896.705201048,2421896.705201048,746894.7561446379,222850.62868615685,4394.309745085547,228.4015939243518,308.3924902910491,92.01491880623267,1.8144084079427176,0.09430690971826215,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.32884433399886,True,False,65.69999506697059,1,354,84238,354,0,3,54
