group,denominator,person_years_alive,infections,cases,hospitalizations,deaths,infections_per1000_py_alive,cases_per1000_py_alive,hospitalizations_per1000_py_alive,deaths_per1000_py_alive,scenario,boost_scenario,boost_recovery_curve,k_years,dose2_interval_years,is_no_revaccination,contact_scales_mode,elapsed_s,outcome_state_cache_used,outcome_state_cache_loaded,outcome_state_cache_elapsed_s,draw_row,posterior_draw_id,pre_posterior_draw_id,posterior_source_row,posterior_source_wave,posterior_source_task_id,posterior_source_sample_in_task
age_60plus,3340470.7364253527,3340470.7364253527,1098309.6341250364,334411.03191138484,4636.7018124215665,237.95830059583437,328.7888806055941,100.10895418567235,1.3880384467559546,0.07123496039078439,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.32884433399886,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998289.592639774,9998289.592639774,5167627.231019885,1782742.724337687,11214.918538560562,278.43008285682276,516.8511256989422,178.30476981283383,1.121683707462965,0.02784777138899724,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.32884433399886,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886557.1350312501,886557.1350312501,269143.73619921156,72607.65728964456,1599.6210001680479,85.30513475213168,303.5830693412947,81.89845236210887,1.8043067242492647,0.09622068491854704,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,100.17563566798344,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421885.6393276476,2421885.6393276476,747466.5131577647,224892.52447725198,4447.427973034997,231.24273494528776,308.62997864972385,92.85844088810303,1.836349289502237,0.09548045175637784,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,100.17563566798344,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340459.927299647,3340459.927299647,1099047.9194915318,336565.349844025,4690.117788665875,240.81178410246483,329.0109575958834,100.75419468243611,1.4040335435058673,0.07208940964519568,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,100.17563566798344,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998277.59111542,9998277.59111542,5168944.346067175,1785073.8112419243,11269.333339045996,281.29183126020905,516.9834803006826,178.53813269079072,1.1271274713416688,0.028134028956164216,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,100.17563566798344,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886573.0181360049,886573.0181360049,268917.962794775,70661.02852889017,1549.7596477422946,82.66252377245192,303.32297204371,79.70130726226364,1.748033851741418,0.09323825796802115,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,92.83366237604059,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421902.4071249957,2421902.4071249957,746905.11809425,222879.43697044573,4395.832835649517,228.50787368156202,308.39604267163264,92.02659707292773,1.8150330181420251,0.09435057044797289,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,92.83366237604059,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340476.501635195,3340476.501635195,1098307.6330657736,334455.2225296731,4638.276506209778,238.06678877453953,328.78771412645517,100.12201024792542,1.3885074491436469,0.07126731430620858,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,92.83366237604059,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998297.0391649,9998297.0391649,5167562.128881255,1782768.201129674,11216.41773042786,278.53771388328516,516.8442294361832,178.3071851282564,1.1218328167778362,0.027858515584424943,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,92.83366237604059,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886572.2755721632,886572.2755721632,268912.36121999,70523.72924439897,1546.1815254374355,82.46400365753816,303.31690785891453,79.54650871400798,1.7439994099066354,0.09301441735736517,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,85.04953994206153,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421901.6975476886,2421901.6975476886,746869.4723272724,222743.6908906221,4392.099354468033,228.30072656078235,308.38141493666717,91.97057465881566,1.813492000486758,0.09426506731959833,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,85.04953994206153,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340475.74399191,3340475.74399191,1098266.1900806096,334306.5348523956,4634.505061790185,237.85804176329466,328.7753823855544,100.07752202771427,1.3873787499058126,0.07120484026597101,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,85.04953994206153,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998295.82942276,9998295.82942276,5167516.536499429,1782618.8874333415,11212.62768169943,278.32885345453747,516.8397319563777,178.29227278787755,1.1214538830410639,0.02783762935234198,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,85.04953994206153,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886586.2076602475,886586.2076602475,268640.6225370273,67900.45355106436,1478.5834146103912,78.84943101588061,303.00564143219134,76.58640859105806,1.6677266145527558,0.08893600005798516,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.79889376997016,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421916.67815814,2421916.67815814,746112.2006609836,220046.40089545635,4321.95483119474,224.5494917657163,308.06683293018966,90.85630520650321,1.7845183817312713,0.09271561395600343,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.79889376997016,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340490.3516420405,3340490.3516420405,1097286.9937638124,331458.44920538017,4563.960934395642,234.09024209550415,328.48081516668157,99.22448931560288,1.3662547871608717,0.07007661075280026,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.79889376997016,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998311.982910067,9998311.982910067,5165740.806120874,1779525.152161715,11140.71282313591,274.54980006316396,516.6612939214721,177.9825589762977,1.1142593711997113,0.02745961523629658,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.79889376997016,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886580.3555181758,886580.3555181758,268673.8152251442,68060.66954866175,1482.3163000105098,79.0308300540268,303.0450805196486,76.76762644812115,1.6719480538728462,0.08914119240532462,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.4030938539654,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421910.5796627086,2421910.5796627086,746150.4480659825,220213.60206730186,4325.644859247803,224.72805146113254,308.08340090322264,90.92557087634931,1.7860464773436107,0.09278957420980821,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.4030938539654,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340484.2700279113,3340484.2700279113,1097348.4752285979,331627.6487940331,4567.648849762771,234.26867315708296,328.49981814745354,99.27532117708856,1.367361280741671,0.07013015306164742,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.4030938539654,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998304.59022921,9998304.59022921,5165883.917090919,1779717.6894191725,11144.518324086639,274.7294236537923,516.6759894611785,178.00194756602957,1.1146408097006326,0.02747760094469118,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.4030938539654,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886557.1350312501,886557.1350312501,269143.73619921156,72607.65728964456,1599.6210001680479,85.30513475213168,303.5830693412947,81.89845236210887,1.8043067242492647,0.09622068491854704,older_adult_vax_main,scenario_c,scenario_c,1,1,False,posterior,99.86769537092187,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421885.6393276476,2421885.6393276476,747466.5131577647,224892.52447725198,4447.427973034997,231.24273494528776,308.62997864972385,92.85844088810303,1.836349289502237,0.09548045175637784,older_adult_vax_main,scenario_c,scenario_c,1,1,False,posterior,99.86769537092187,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340459.927299647,3340459.927299647,1099047.9194915318,336565.349844025,4690.117788665875,240.81178410246483,329.0109575958834,100.75419468243611,1.4040335435058673,0.07208940964519568,older_adult_vax_main,scenario_c,scenario_c,1,1,False,posterior,99.86769537092187,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998277.59111542,9998277.59111542,5168944.346067175,1785073.8112419243,11269.333339045996,281.29183126020905,516.9834803006826,178.53813269079072,1.1271274713416688,0.028134028956164216,older_adult_vax_main,scenario_c,scenario_c,1,1,False,posterior,99.86769537092187,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886573.0181360049,886573.0181360049,268917.962794775,70661.02852889017,1549.7596477422946,82.66252377245192,303.32297204371,79.70130726226364,1.748033851741418,0.09323825796802115,older_adult_vax_main,scenario_c,scenario_c,2,2,False,posterior,92.57786123501137,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421902.4071249957,2421902.4071249957,746905.11809425,222879.43697044573,4395.832835649517,228.50787368156202,308.39604267163264,92.02659707292773,1.8150330181420251,0.09435057044797289,older_adult_vax_main,scenario_c,scenario_c,2,2,False,posterior,92.57786123501137,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340476.501635195,3340476.501635195,1098307.6330657736,334455.2225296731,4638.276506209778,238.06678877453953,328.78771412645517,100.12201024792542,1.3885074491436469,0.07126731430620858,older_adult_vax_main,scenario_c,scenario_c,2,2,False,posterior,92.57786123501137,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998297.0391649,9998297.0391649,5167562.128881255,1782768.201129674,11216.41773042786,278.53771388328516,516.8442294361832,178.3071851282564,1.1218328167778362,0.027858515584424943,older_adult_vax_main,scenario_c,scenario_c,2,2,False,posterior,92.57786123501137,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886572.2782324961,886572.2782324961,268912.32017225167,70523.35996050722,1546.1720528232936,82.46349997268601,303.3168606493826,79.54609194538007,1.7439887201366147,0.09301384895215577,older_adult_vax_main,scenario_c,scenario_c,3,3,False,posterior,85.00743413507007,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421901.7003715937,2421901.7003715937,746869.3661694374,222743.31008174966,4392.089545213995,228.30020490019743,308.3813707446693,91.97041731610082,1.8134879481442678,0.09426485181672287,older_adult_vax_main,scenario_c,scenario_c,3,3,False,posterior,85.00743413507007,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340475.7467716667,3340475.7467716667,1098266.0510737854,334306.13443965185,4634.495201854524,237.85751800947327,328.77534049908365,100.07740207745411,1.3873757970951999,0.07120468341653004,older_adult_vax_main,scenario_c,scenario_c,3,3,False,posterior,85.00743413507007,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998295.832625149,9998295.832625149,5167516.2806387665,1782618.4513575688,11212.617624179189,278.3283280395486,516.8397062004101,178.29222911576176,1.1214528767584195,0.02783757679297141,older_adult_vax_main,scenario_c,scenario_c,3,3,False,posterior,85.00743413507007,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886590.6917547582,886590.6917547582,268560.28838043043,67149.92266286985,1459.2663483890572,77.81872055727463,302.9134987294875,75.73948529728568,1.6459301478801314,0.08777299522878391,older_adult_vax_main,scenario_c,scenario_c,4,4,False,posterior,76.79737779987045,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421921.476528065,2421921.476528065,745894.4117425986,219273.50602240302,4301.918792174836,223.48027910885548,307.976298559387,90.53700053758209,1.7762420598135302,0.09227395738247661,older_adult_vax_main,scenario_c,scenario_c,4,4,False,posterior,76.79737779987045,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340495.047163385,3340495.047163385,1097003.8605469726,330643.47476004803,4543.814364962008,233.01645465780354,328.3955955805127,98.98038167750533,1.3602218535903634,0.0697550666496787,older_adult_vax_main,scenario_c,scenario_c,4,4,False,posterior,76.79737779987045,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998317.27558405,9998317.27558405,5165216.483934342,1778635.4070479714,11120.154790452098,273.4726309429731,516.6085793804355,177.89347527422535,1.1122026320976612,0.02735186565951402,older_adult_vax_main,scenario_c,scenario_c,4,4,False,posterior,76.79737779987045,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,886610.1347567341,886610.1347567341,267417.5677866543,61612.40056099112,1315.9537381249925,70.11190958976593,301.61799115913294,69.4921004685968,1.4842529839635328,0.07907862412265687,older_adult_vax_main,scenario_c,scenario_c,5,5,False,posterior,35.496301845880225,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccine_eligible,2421941.444650557,2421941.444650557,743572.4187997081,213538.22038944002,4152.073541126828,215.42328936592196,307.0150273211879,88.16820111860706,1.7143575251572187,0.08894653082622471,older_adult_vax_main,scenario_c,scenario_c,5,5,False,posterior,35.496301845880225,True,False,65.69999506697059,1,354,84238,354,0,3,54
age_60plus,3340515.7063025096,3340515.7063025096,1094145.8506625541,324560.7808434698,4393.044562211115,224.92113335897614,327.5380051643651,97.15888484856544,1.3150797506872403,0.06733126053998795,older_adult_vax_main,scenario_c,scenario_c,5,5,False,posterior,35.496301845880225,True,False,65.69999506697059,1,354,84238,354,0,3,54
all_ages,9998339.268881975,9998339.268881975,5160204.709451128,1771863.6044401552,10965.647649692495,265.34799060140807,516.1061823048286,177.2157912219243,1.096746905140646,0.026539206508750485,older_adult_vax_main,scenario_c,scenario_c,5,5,False,posterior,35.496301845880225,True,False,65.69999506697059,1,354,84238,354,0,3,54
vaccinated_primary,887386.7604322218,887386.7604322218,164428.53297163558,48097.33430403359,1428.1752475663861,76.17076766068203,185.29522898397417,54.20109522549863,1.6094168982989572,0.08583716937987822,older_adult_vax_main,none,no_revaccination,0,0,True,posterior,30.616128119872883,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccine_eligible,2423558.484915868,2423558.484915868,454451.89412745653,148100.20808817388,3955.7564176851197,205.33273799331837,187.51430879673305,61.10857609170305,1.6322100094986736,0.08472365708164305,older_adult_vax_main,none,no_revaccination,0,0,True,posterior,30.616128119872883,True,False,65.37956406688318,2,451,77850,451,0,4,51
age_60plus,3340683.2659766055,3340683.2659766055,668585.4057346741,221775.29463648592,4169.664860939387,213.70738323362232,200.13432956782324,66.38620814345678,1.2481473186654946,0.06397115985527223,older_adult_vax_main,none,no_revaccination,0,0,True,posterior,30.616128119872883,True,False,65.37956406688318,2,451,77850,451,0,4,51
all_ages,9998541.588484118,9998541.588484118,3279997.5001965323,1164352.8380735847,9598.655588903079,249.32450028216738,328.04759285837144,116.45226734013241,0.9600055672077605,0.024936086735822392,older_adult_vax_main,none,no_revaccination,0,0,True,posterior,30.616128119872883,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccinated_primary,887386.7817814456,887386.7817814456,164428.29443236443,48095.54793628521,1428.1139431229435,76.1675296409128,185.2949557151072,54.19908085596283,1.6093477753364527,0.08583351837628803,older_adult_vax_main,scenario_a,scenario_a,1,1,False,posterior,99.91144646285102,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccine_eligible,2423558.5075287586,2423558.5075287586,454451.32593817683,148098.3375078661,3955.692481599591,205.32936069383658,187.51407260292197,61.10780368940968,1.6321836131916247,0.08472226276196061,older_adult_vax_main,scenario_a,scenario_a,1,1,False,posterior,99.91144646285102,True,False,65.37956406688318,2,451,77850,451,0,4,51
age_60plus,3340683.288438275,3340683.288438275,668584.6409469317,221773.3270168592,4169.600619076426,213.7039934662754,200.1340992906532,66.38561870991825,1.2481280801167052,0.06397014473233084,older_adult_vax_main,scenario_a,scenario_a,1,1,False,posterior,99.91144646285102,True,False,65.37956406688318,2,451,77850,451,0,4,51
all_ages,9998541.615272501,9998541.615272501,3279995.847113027,1164350.5908030367,9598.589476544563,249.32109581465397,328.0474266469944,116.45204226829668,0.9599989524355209,0.02493574617260409,older_adult_vax_main,scenario_a,scenario_a,1,1,False,posterior,99.91144646285102,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccinated_primary,887400.8155166073,887400.8155166073,164265.67094988417,46812.84103523408,1383.9481020940696,73.8270873970494,185.1087671744539,52.75275863701075,1.5595524343623615,0.08319474819737505,older_adult_vax_main,scenario_a,scenario_a,2,2,False,posterior,92.4805235019885,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccine_eligible,2423573.416141398,2423573.416141398,454050.27165479586,146760.7430429454,3909.6264433313545,202.88802110721423,187.3474385511684,60.55551775964148,1.6131660866110342,0.08371441102462447,older_adult_vax_main,scenario_a,scenario_a,2,2,False,posterior,92.4805235019885,True,False,65.37956406688318,2,451,77850,451,0,4,51
age_60plus,3340698.0598294297,3340698.0598294297,668048.7129678503,220362.0477125252,4123.296549698771,211.25290220578626,199.9727904179283,65.96287475431902,1.234261964371991,0.06323615556461648,older_adult_vax_main,scenario_a,scenario_a,2,2,False,posterior,92.4805235019885,True,False,65.37956406688318,2,451,77850,451,0,4,51
all_ages,9998558.95467104,9998558.95467104,3278865.9201238034,1162752.6687172481,9551.025674934937,246.86009994979915,327.93384876647764,116.29202507967845,0.9552402219394798,0.024689567873625747,older_adult_vax_main,scenario_a,scenario_a,2,2,False,posterior,92.4805235019885,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccinated_primary,887400.1975373349,887400.1975373349,164260.77709358511,46722.04357535693,1380.6617373846786,73.64465230781838,185.103381258459,52.650476870545475,1.5558501578163004,0.08298922235108021,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,84.61728562810458,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccine_eligible,2423572.827972273,2423572.827972273,454022.61635167873,146669.5900915583,3906.1561531524408,202.69550934770996,187.33607305357734,60.51792147474772,1.6117345879061529,0.08363499830013316,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,84.61728562810458,True,False,65.37956406688318,2,451,77850,451,0,4,51
age_60plus,3340697.427576383,3340697.427576383,668015.8874001041,220261.6334092269,4119.79151404752,211.05892989763618,199.9630023018091,65.93282935205023,1.2332130051766932,0.06317810411544983,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,84.61728562810458,True,False,65.37956406688318,2,451,77850,451,0,4,51
all_ages,9998557.928108737,9998557.928108737,3278818.4596669567,1162647.412442584,9547.480904592672,246.6658735967261,327.9291357055884,116.2815098739447,0.9548857918552474,0.024670144971934354,older_adult_vax_main,scenario_a,scenario_a,3,3,False,posterior,84.61728562810458,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccinated_primary,887398.3597642137,887398.3597642137,164267.2410205896,46725.10798591981,1380.5816610148913,73.6323820352873,185.11104873377977,52.654039160422734,1.555763142701457,0.08297556697631468,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.17417178303003,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccine_eligible,2423570.93008193,2423570.93008193,454022.47611284617,146674.68130644585,3906.012163936862,202.6795568396746,187.33616189128728,60.52006957415001,1.6116764380421156,0.08362848156163637,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.17417178303003,True,False,65.37956406688318,2,451,77850,451,0,4,51
age_60plus,3340695.5089877127,3340695.5089877127,668019.8253105694,220263.82472526634,4119.634046665574,211.04239489610663,199.96429591183863,65.93352316386655,1.2331665773136842,0.0631731908305693,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.17417178303003,True,False,65.37956406688318,2,451,77850,451,0,4,51
all_ages,9998555.45659402,9998555.45659402,3278845.6839757646,1162656.6102911006,9547.362137440366,246.6497111776684,327.9319395896709,116.28245853498083,0.9548741494596509,0.02466853459466523,older_adult_vax_main,scenario_a,scenario_a,4,4,False,posterior,77.17417178303003,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccinated_primary,887396.0546467028,887396.0546467028,164278.45017919462,46773.56610894639,1382.0683253966413,73.70441296214454,185.1241610991819,52.708783033262705,1.5574424949938293,0.08305695362989679,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.54814415192232,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccine_eligible,2423568.5133892735,2423568.5133892735,454036.0823578292,146725.6652243814,3907.500245810364,202.75143332401265,187.341962832681,60.5411666366266,1.6122920496049296,0.08365822224702535,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.54814415192232,True,False,65.37956406688318,2,451,77850,451,0,4,51
age_60plus,3340693.0929139294,3340693.0929139294,668041.7487146736,220315.97974788633,4121.122969991373,211.11428569601978,199.97100306271238,65.94918288519436,1.2336131621108335,0.06319475624499067,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.54814415192232,True,False,65.37956406688318,2,451,77850,451,0,4,51
all_ages,9998552.50981179,9998552.50981179,3278907.8718850124,1162721.1107739871,9548.929961697922,246.72227715858034,327.93825592928084,116.28894378791175,0.9550312360041472,0.024675799513626254,older_adult_vax_main,scenario_a,scenario_a,5,5,False,posterior,69.54814415192232,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccinated_primary,887386.7817814456,887386.7817814456,164428.29443236443,48095.54793628521,1428.1139431229435,76.1675296409128,185.2949557151072,54.19908085596283,1.6093477753364527,0.08583351837628803,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,99.95609644707292,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccine_eligible,2423558.5075287586,2423558.5075287586,454451.32593817683,148098.3375078661,3955.692481599591,205.32936069383658,187.51407260292197,61.10780368940968,1.6321836131916247,0.08472226276196061,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,99.95609644707292,True,False,65.37956406688318,2,451,77850,451,0,4,51
age_60plus,3340683.288438275,3340683.288438275,668584.6409469317,221773.3270168592,4169.600619076426,213.7039934662754,200.1340992906532,66.38561870991825,1.2481280801167052,0.06397014473233084,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,99.95609644707292,True,False,65.37956406688318,2,451,77850,451,0,4,51
all_ages,9998541.615272501,9998541.615272501,3279995.847113027,1164350.5908030367,9598.589476544563,249.32109581465397,328.0474266469944,116.45204226829668,0.9599989524355209,0.02493574617260409,older_adult_vax_main,scenario_b,scenario_b,1,1,False,posterior,99.95609644707292,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccinated_primary,887400.8155166073,887400.8155166073,164265.67094988417,46812.84103523408,1383.9481020940696,73.8270873970494,185.1087671744539,52.75275863701075,1.5595524343623615,0.08319474819737505,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,92.59291865001433,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccine_eligible,2423573.416141398,2423573.416141398,454050.27165479586,146760.7430429454,3909.6264433313545,202.88802110721423,187.3474385511684,60.55551775964148,1.6131660866110342,0.08371441102462447,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,92.59291865001433,True,False,65.37956406688318,2,451,77850,451,0,4,51
age_60plus,3340698.0598294297,3340698.0598294297,668048.7129678503,220362.0477125252,4123.296549698771,211.25290220578626,199.9727904179283,65.96287475431902,1.234261964371991,0.06323615556461648,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,92.59291865001433,True,False,65.37956406688318,2,451,77850,451,0,4,51
all_ages,9998558.95467104,9998558.95467104,3278865.9201238034,1162752.6687172481,9551.025674934937,246.86009994979915,327.93384876647764,116.29202507967845,0.9552402219394798,0.024689567873625747,older_adult_vax_main,scenario_b,scenario_b,2,2,False,posterior,92.59291865001433,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccinated_primary,887400.2076908494,887400.2076908494,164260.6489956483,46720.995085362425,1380.6255066994281,73.64272579724758,185.10323478859618,52.6492947380952,1.5558093121163743,0.0829870504412853,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,84.94872937514447,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccine_eligible,2423572.8388193888,2423572.8388193888,454022.28773556434,146668.49926171967,3906.1183219395343,202.69349761546982,187.3359366235245,60.517471112263856,1.6117189710057767,0.08363416785699301,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,84.94872937514447,True,False,65.37956406688318,2,451,77850,451,0,4,51
age_60plus,3340697.438280445,3340697.438280445,668015.4513889366,220260.47887036012,4119.753473246478,211.05690955029516,199.9628711460873,65.93248354263852,1.2332016141416975,0.06317749914488884,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,84.94872937514447,True,False,65.37956406688318,2,451,77850,451,0,4,51
all_ages,9998557.940447005,9998557.940447005,3278817.552377104,1162646.1092957072,9547.441857318314,246.66384540917,327.92904455885144,116.28137939697021,0.9548818853863118,0.024669942093483777,older_adult_vax_main,scenario_b,scenario_b,3,3,False,posterior,84.94872937514447,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccinated_primary,887412.8853896965,887412.8853896965,164059.11835733204,44960.982321415024,1319.358862707801,70.36608781585555,184.87349131209368,50.665234933647554,1.4867474705738815,0.07929351598828221,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.91629875614308,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccine_eligible,2423586.5466099237,2423586.5466099237,453465.04815134144,144841.14541746886,3841.9837929360215,199.26352822667073,187.10495351842974,59.76314137412194,1.585247202461216,0.08221844955584423,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.91629875614308,True,False,65.37956406688318,2,451,77850,451,0,4,51
age_60plus,3340710.8514107647,3340710.8514107647,667285.5113607376,218318.47124539327,4055.2326525491403,207.610997110576,199.7435698689536,65.35090313284627,1.2138831622726751,0.06214575470454228,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.91629875614308,True,False,65.37956406688318,2,451,77850,451,0,4,51
all_ages,9998572.796167096,9998572.796167096,3277332.3370664376,1160464.463695114,9481.282538433155,243.20539151664903,327.78001459596186,116.06301092691673,0.9482635903863958,0.024324010683792856,older_adult_vax_main,scenario_b,scenario_b,4,4,False,posterior,76.91629875614308,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccinated_primary,887407.6463695682,887407.6463695682,164084.0400412999,45068.11678808833,1322.631166438658,70.52414890361902,184.90266644937805,50.78626150277653,1.490443734454636,0.07947209965131252,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.10981413489208,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccine_eligible,2423581.04743519,2423581.04743519,453494.13681705395,144953.48900299557,3845.2463918382173,199.4205585475611,187.1173804139847,59.80963135373414,1.5865969887442126,0.08228342879583188,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.10981413489208,True,False,65.37956406688318,2,451,77850,451,0,4,51
age_60plus,3340705.3580179308,3340705.3580179308,667332.9102604924,218433.36070716864,4058.4968680830543,207.76804890175376,199.75808661450668,65.38540137426757,1.2148622620496514,0.06219286846207363,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.10981413489208,True,False,65.37956406688318,2,451,77850,451,0,4,51
all_ages,9998566.112300849,9998566.112300849,3277467.9478730424,1160606.2981966469,9484.718524660379,243.36392329600565,327.7937967366041,116.07727399719825,0.9486078721819619,0.02433988239539712,older_adult_vax_main,scenario_b,scenario_b,5,5,False,posterior,69.10981413489208,True,False,65.37956406688318,2,451,77850,451,0,4,51
vaccinated_primary,887386.7817814456,887386.7817814456,164428.29443236443,48095.54793628521,1428.1139431229435,76.1675296409128,185.2949557151072,54.19908085596283,1.6093477753364527,0.08583351837628803,older_adult_vax_main,scenario_c,scenario_c,1,1,False,posterior,99.95417809300125,True,False,65.37956406688318,2,451,77850,451,0,4,51
